1000
24,4,2
30,2,3
10,2,4
17,8,2
21,6,2
6,2,1
9,3,1
30,3,4
21,6,4
15,4,3
29,3,2
19,2,3
27,4,4
25,7,1
24,3,4
22,4,3
10,7,4
6,8,2
18,2,1
5,6,3
27,2,4
6,6,3
9,7,3
8,2,1
23,6,3
13,4,4
6,7,3
13,7,3
28,7,1
25,8,2
14,4,3
20,7,4
26,2,4
7,8,3
25,6,2
9,3,1
5,8,4
28,7,3
30,4,2
26,6,4
19,2,1
16,8,1
19,3,1
22,7,4
21,4,3
5,6,3
28,8,3
26,4,2
22,6,4
23,2,4
15,4,4
14,5,4
6,7,3
12,2,1
7,8,3
28,5,4
9,4,4
21,4,3
13,8,2
7,5,2
24,7,2
9,5,2
21,6,3
8,3,1
12,3,1
20,8,1
18,2,4
16,4,4
20,8,1
18,8,3
21,2,2
19,5,4
7,5,1
12,2,2
5,8,3
13,7,1
6,7,4
27,6,3
22,3,3
26,8,4
16,8,4
24,7,1
26,6,1
23,5,3
30,5,2
13,7,4
23,6,1
12,4,1
24,6,1
14,2,1
29,4,2
11,7,1
10,2,4
30,5,2
14,4,4
9,5,2
26,8,3
24,5,3
23,2,3
21,5,3
21,7,2
30,5,1
8,5,2
8,4,3
29,6,2
14,3,3
10,6,4
25,2,2
12,4,2
11,6,4
9,6,1
21,6,1
7,7,1
21,6,1
16,8,3
24,6,4
21,7,1
26,7,4
9,6,4
16,8,4
28,6,4
5,2,3
5,4,1
18,5,1
7,6,4
27,6,1
18,4,1
7,4,1
17,3,4
27,3,2
17,5,1
6,3,2
16,8,3
19,7,2
8,2,1
5,8,1
7,7,2
9,3,3
10,7,4
15,7,1
27,3,4
30,4,1
27,5,1
13,8,4
30,8,2
7,2,4
5,2,4
30,4,4
28,8,1
30,2,4
7,8,3
10,5,4
27,8,2
6,2,4
30,6,2
6,3,3
29,6,3
29,5,3
22,5,3
17,3,4
24,7,3
14,6,3
21,5,4
22,3,2
7,8,4
6,3,3
14,5,1
6,3,2
22,7,1
18,2,1
30,5,4
14,3,3
24,8,2
13,7,3
28,7,2
26,6,2
7,5,3
8,8,4
6,7,4
22,8,1
7,2,3
13,8,3
8,2,4
21,2,1
8,7,2
26,8,3
5,6,2
12,7,3
29,6,2
20,2,1
17,4,4
19,2,2
11,6,3
10,3,2
9,2,4
18,4,2
8,5,2
16,3,2
23,6,4
19,7,1
8,6,1
18,7,2
7,7,3
14,5,3
19,7,3
11,6,2
6,4,2
29,4,2
7,3,2
9,3,3
23,7,3
10,2,1
12,7,3
27,8,2
19,3,2
28,2,1
