100
15,4,3
22,6,2
8,3,4
18,5,2
12,4,3
25,7,1
10,3,3
30,8,2
14,4,4
20,5,3
9,3,2
16,5,3
28,7,2
11,4,4
19,6,2
7,2,3
24,6,1
13,4,3
17,5,2
21,6,3
6,2,4
26,7,2
15,4,2
10,3,3
23,6,1
14,4,4
18,5,3
12,4,2
20,6,1
9,3,4
16,5,2
27,7,3
11,3,3
19,5,2
8,3,4
22,6,1
13,4,3
25,7,2
17,5,4
10,3,2
29,8,1
14,4,3
21,6,2
7,2,4
18,5,3
12,4,2
24,6,1
16,5,3
9,3,4
20,6,2
15,4,3
11,3,2
28,7,1
13,4,4
19,5,2
8,3,3
23,6,1
17,5,4
10,3,2
26,7,3
14,4,2
21,6,1
6,2,4
18,5,3
12,4,2
25,7,1
16,5,4
9,3,3
22,6,2
13,4,2
30,8,1
15,4,3
19,5,4
7,2,3
24,6,2
11,3,2
20,6,1
14,4,4
18,5,3
10,3,2
27,7,1
16,5,3
8,3,4
23,6,2
12,4,3
21,6,1
17,5,4
9,3,2
28,7,3
13,4,2
19,5,1
15,4,4
11,3,3
25,7,2
8,3,4
22,6,1
14,4,3
20,6,2
7,2,4
18,5,3
10,3,2
